Rating,Year,Month,Title,Body
5,2013,8,Grazie Mr Armani xoxo,"I would like to personally say GRAZIE Mr Armani for your foresight in overseeing such a large scale stunning project and giving us the experience of your design excellence. Mr Armani you ARE a genius! Our stay was faultless and absolutely the highlight hotel of our European trip. From the original footprint design of the hotel which is an A, the brand which is subtly repeated everywhere, even to the tiny personalised chocolates waiting for you on arrival. You know you are in an incredibly designed building when the foyer is on the seventh floor, your senses are immediately challenged like a beautiful piece of art. Ttwo lifts to get you to the foyer and two to the rooms, was clever and a excellent form of security, nothing was left unresolved in this creative endeavour. The…"
5,2013,8,Very Central & Quiet,The room on the 3rd floor (down from reception- 7 th) was at tree top level Couldn't be better for us . Very spacious exceptionally comfortable Changed our pillows and everything worked perfectly .Daily complimentary beautiful nibbles and non alcoholic bar were an unexpected bonus So close to all the popular shops in the centre and a short walk to the Brera district
5,2013,8,The most amazing bar -- An experience to remember,"Two of us had four of the most exceptional Mohitos on the planet. Delicious and beautifully prepared. The atmosphere is HIP. The staff attentive. The aperitifs memorable. The views are exceptional. Yes, it is expensive, but that seems to fit the experience."
4,2013,7,Nice Stay - Would Stay Again,"Wasn't sure what to expect for I had read mixed reviews on this hotel. Upon arriving, we were greeted by staff and arrived upstairs at check in where we waited a good 20 minutes to get checked in. There were only 2 couples in front of us but just one person at the desk. The second woman at the desk was on the phone the whole time. We were pleasantly surprised and upgraded to a larger suite. Halls are very dark but quite quiet which was good. The room was very spacious and sleek a bit too modern for me but not complaining. My husband enjoyed the decor. Challenges with the remote. Horrid smell from the shower where we called for service and team arrived to resolve. Unfortunately the following day the smell in the area returned - guessing the plumbing? Either way, stay…"
3,2013,8,just ok,well i have been to the best so i was expecting something to blow my mind.what i found was a sleek modern hotel. While it has everything you needed i found that you had to take one elevator to get to the 7th floor lobby and then another to go down to the rooms.i have never seen this and imho this wasnt for my likes. I also liked the free mini bar touch BUT no booze so that defeated that nice touch. Finally going to bed I cut my toe on a piece of wood sticking up from the wood floor.While there is nothing wrong for 500 euro i expected alot more but the sheets and bed are super comfy.
5,2012,11,Sleek & Chic,"“What a hotel - as fashionable as the designer himself is a good way to look at it. It’s all about comfort, luxury, and of course, elegance. Not a single detail is overlooked: definitely some of the largest guestrooms in the city all controlled by touch screen, beige leather-lined walls, backlit headboards, complimentary mini-bars, floor-to-ceiling views, the subtle scent of Armani Privé… And my favorite part …each guest is assigned a Lifestyle Manager, an Armani-clad host who was there for every beck and call at the push of a button. My entire trip I felt like a VIP. Also, couldn’t ask for a better location, right in the middle of Milan’s shopping district – fitting for such a stylish stay.”"
5,2013,6,Flawless!,"Amazing hotel, sleek modern design, detailed attention! I stayed in a business suite, which was more like an apartment. I fell like in my own place, everything at the tip of your hand, the desk, the complimentary minibar, the coffee... every detail to make you feel welcome. Perfect location, walking distance to where you want to be when in Milan. The staff was beyond any expectation, their dedication turned my stay at this hotel into a truly remarkable experience. The breakfast at the rooftop restaurant was lavish, a generous variety to please any pallet. The swimming pool and spa are of an absolute beauty. So enjoyable, every single minute of your stay!"
4,2013,7,Armani... the Hotel not Giorgio... needs a little polish,"The Hotel lobby, the room and the bathroom, were as chic as a runway original. However, while the young staff was friendly, and always enthusiastic to help, they just could not deliver like the seasoned pros. An example; There never seemed to be a dedicated concierge. Each time I returned to the desk for advice.... a dinner suggestion, perhaps, a different person, sometimes with no real concierge experience, was available for ""their best try"". I am sure in time, the polish will shine. With a very good restaurant, beautiful facility, stylish rooms (if your not tech shy), and great location.... it is well on its way."
5,2013,7,Gorgeous and very modern hotel,"Truly 5 stars all the way. Clean, modern hotel, with lovely room, bedroom somewhat cramped, but bathroom made up for it. Really spacious bathroom. Our room had a private balcony which was nice. Complementary water, complementary mini bar, with nightly selection of chocolates, and WiFi. Excellent service all around. Staff were great! Perfect location, close to the beautiful Duomo and all the major shopping. Nothing negative about this hotel, my kids and I loved it! Will love to go back."
4,2013,7,Very peaceful,"I am not a fashion guy so I was dreading our stay here. However, I was wrong. One of the most peaceful city hotels I have ever stayed at. The rooms are very interesting, unique and incredibly comfortable. Just a really cool place with nice staff and a great location."
5,2013,3,True luxury,"INTERIOR DESIGN Stunning attention to detail. Beautiful finishings. There is absolutely no clutter including the treatment room, with cosmetics, accessories, towel heaters stuffed away from view. The glass facade gives breathtaking views of churches and red-tile rooftops and on one side - the new skyscrapers of Milan. The huge jacuzzi lets you fully enjoy that and relax from the busy city life. Even the saunas, while keeping your privacy, let you enjoy that wonderful panorama - I truly believe it's one of the most beautiful views of Milan that I ever admired. The leather loungers are heated, so I felt very cosy tucked in the soft bathrobe. CLEANINESS Spotless. SERVICE I loved the service in this 5*+ hotel. It's just enough to look around lost to immediately have a member of…"
5,2013,6,"Good location for shopping, but very modern",This hotel has one of the best locations for shopping. They don't have personalized luxury service and their style is ultra modern. but it is different than other real Italian hotels and might be nice to try.
4,2013,6,Perfect Location for shopping,"Location is Perfect for shopping, bang in the middle of all the shops. Service is standard 5 stars, staffs look immaculate. We booked ourselves into a junior suite. A little smaller than expected. For 2 pple it's alright, it's definitely too small for an extra bed. Decor is very Armani, amenities are lovely."
4,2013,6,"Lots of pros, but has some cons in the rooms","A lot of aspects here are impressive - they have a smooth, flat surface theme throughout: doors are just a ligher shading, no handles, blend into the corridors and distinguished by just an outline. Plenty of cool gadgetry throughout, such as 1 way mirrors in the bathroom, lighting, flat screen TV that disappears into a stand. The room floorplan at least in my 6th fl room was very poor, however: it was very crammed with maybe a foot & a half max of space between the desk and the armoir to get to the window/balcony, unless you climb over the bed; you also could only get into the closet after squeezing into this spot next to the desk. Quite awkward. Complimentary minibar was great, although not much of interest there. I'm also not much of a fan of hotels with an upstairs lobby. …"
5,2013,6,"Style, Design and good ""Armani Perfum"" smelling all over","This Hotel gave my great pleasure- rooms are extremly nice, great design, great ideas, amazing bathroom and good smelling Armani soaps and creams. Hotel bar and restaurant with great views, good food and perfect service. Spa area as well great with small individual saunas an hammans -fine idea Only 50 Euro for Parking is too $$$. Location as well great for shopping. Coffee Bar on the side on the streat is as well a ""to do"" and drinking the coffee on the bar makes it even ""cheap"" with 1.5 Euro."
5,2013,4,Less is more,"Minimalist with discreet oriental influence, cool and chic. Sleeping here is like full filling my dream of having armani/casa in my home. Must try the martinis at the bar and eggs benedict for breakfast. Parfait! Always a fan of armani and armani/casa. Ow, love the scent.."
5,2013,5,Awesome Armani,"Loved it, Great room, on the corner of the building level 3. Fabulously comfortable bed, nice big bathroom (bath is a bit small) but the rest of the bathroom is first class with good water pressure, and outstanding fixtures and fittings. The location of the hotel is a 5 minute walk to the Duomo, lots of restaurants nearby, and of course all of the designer shops are at your doorstep. Its a short nice walk to all of the best parts of Milan. Even basic rooms here are great. The dining room has an underlit floor, designed in a black and white checker board pattern. The white tiles light your face up softly, so everyone looks good ala doris day...love it. The mostly very young staff are well trained, helpful, polite and pleasant to deal with. Yes, you have to enter from the…"
3,2013,5,a lot for nothing,"i really did not appreciate my stay at this hotel for the following reasons : 1- when you arrive to the hotel for check-in, you must take a lift to the 7th floor where reception is, once you finish check-in and to go to your room you need to cross the 7th floor to catch the lift for rooms, come down again to floors 2,3,5 where rooms are located. so if you are just out the hotel and you forget something in your room, it takes you almost 10 minutes to get it ( 7 floors up, cross the reception area, wait for the second lift, go down again 4 or 5 floors, get to your room, AND THE WAY BACK. 2- I asked to have my diner the hotel restaurant on the 7th floor, SORRY the resaurant is booked for a special event, we can serve you in your room ( nice one ) finally the concierge succeeded to…"
5,2013,4,The Pinnacle of a relaxing experience..,"This hotel does not lack anything in the atmosphere ranks. By far one of the most relaxing hotels I've come across, from the decor to the discreet nature of the staff, I really can't fault it. The spa is located on the op floor, giving somewhat restricted views of the Duomo on a nice day, information mentions a pool, it's not so much a pool as a largish jacuzzi, which is so warm and relaxing...a must try. The only failing, was the in-house bar, where the barman failed to produce a smoothie or a cocktail worth drinking, in fairness he refused to accept payment despite my insistence, excellent customer service considering it was clear that the drinks didn't meet any kind of standard. The location of the hotel is perfect, with the shopping and the Duomo minutes away. The major…"
5,2013,5,"more than a stay at a 5+ star hotel, this was a wonderful life experience","I think I have never been more enthusiastic about EVERYTHING (with two exceptions which I will mention later) in a hotel. Indeed during and still now days later I feel more as if I had a wonderful life-altering experience. Simply stated, GIORGIO ARMANI! I find myself saying ""Giorgio for President, Giorgio for President of the World"". Every aspect of the hotel has been marked my Mr. Armani's hand; one senses it immediately when the impeccable, good-looking and exquisitely appointed young man opens the big glass doors to the entrance lobby, understatedly smiling and welcoming, and where one is immediately immersed in a wonderful natural perfume which is the signature perfume found in all the products including many in the Spa. Another aspect, already noted during a trip to…"
3,2013,4,Very depressing rooms and not worth the price one pays for it,"This hotel is at the most amazing location right in the main area where all the shopping and other attractions is. The rooms are small i stayed in a suite which is the same size as a normal room in other hotels, but they have great bathroom. The decor is very depressing the corridors are all grey and dark. The service in the hotel are excellent. I would recommend this hotel to people who like to stay in ultra modern properties, for the rest i would recommend to the the Bvlgari or Ritz, as they are same price."
2,2013,5,Could have been much better....,We stayed recently at the hotel. The location is great - right where you want to be if you are in Milan to do some shopping.... The hotel is well appointed...although the decor is not for everyone... so please check out the hotel photos before booking... The service is terrible...We waited for a very long time to get our bags delivered to the room - although I have asked to have them delivered urgently as I was late for a meeting. We waited for 25 minutes... Our room had a terrible smell...I suspect the previous guest was keeping raw fish in the closet... The breakfast buffet is expensive and very limited. When we got to breakfast in the morning it was very busy and not much of a selection was left... The stuff was very slow and we had to ask for our coffee/tea a number of…
5,2013,4,Amazing hotel. ..simply Armani,"Apart from the room being too small( it fell like a bathroom with a bedroom en suite), this hotel was the best hotel in the world! !!! A 5L stars well deserved... Simply ARMANI darling. I dare to think how is it in the milano fashion week!!!!!!"
4,2013,3,Really worth it!!!,By the time you arrive you experience a great stay.Simple elegant lines by maestro Armani. The hotel is located in the heart of Milano at a walking distance from piazza del Duomo and Via Montenapoleone.We stayed at room 203. Everything in our room was just beautiful. There are hundred things to mention regarding the room & bathrooms excellent design.We loved it.
5,2013,3,Unforgettable experience,We have just stayed 4 nights at the hotel and we had the most amazing experience of our lives. The service is perfect and the staff is friendly and helpful The atmosphere is elegant and stylish The rooms are very comfortable and cozy. You really feel at home The Spa is really nice and relaxing and the location is just perfect Breakfast and dinner at Armani Hotel are excelent and we recommend. Bamboo Bar is also worth a visit at any time you are in Milan. Just be aware that Nobu Armani is not part of the hotel. We were not aware of that and asked the concierge to book a table at Nobu Armani and we deeply regret it. Our dinner at Nobu Armani was one of the worst experiences of our lives regarding quality and service and we recommend to avoid this restaurant if you do not want to…
5,2012,9,Amazing Minimalistic Hotel,"This hotel is something. We had once a normal room for private and one time the suite. Standard room is simply amazing. This hotel has no big frames or paintings or plants like other hotels. Minimalistic totally. Its all about fabrics on the floor, wall and lights. Grey is not my colour but it looks amazing there. Rooms offer all the things you need for shower, coffe and the beds are more than soft. The big suite has a massive stair going up. with a minimal lightning and amazing simple furniture. If somebody rings on the doorbell it shows you on the TV. Flowers everywhere, amazing smell, middle of the luxury boutiques. Enjoy this magical masterpiece hotel. The wood barr is also amazing. the light is on the floor. Very warm colours and stuff is incredible."
4,2013,1,Great Location,The rooms are great and the bathroom is wonderful. Location is perfect to see city by walking and very closed to famous shopping area. The hotel is so modern that's why I found atmosphere a bit cold from the lower ground but the reception stuff and the house keeping were wonderful. The service was generally great except breakfast. There weren't enough waiters to serve and they make you uncomfortable to ask for anything. The Hotel restaurant Nobu was terrible nothing like Nobu in the other cities in Europe. We asked several different meal and wine from the menu but they couldn't offer us it was all out of stock. I still would suggest to try the hotel itself.
4,2013,2,Great staff... 'shining' ambiance,"Overall: the service was pleasant and welcoming. The room (executive deluxe on 6th floor) was clean and quiet (with a balcony but the view was nothing exceptional). However we will not be back as the overall ambiance of the hotel was cold (starting from the ground floor lobby - which resembles more a typical italian apartments complex entrance rather than a 5 *****L hotel- to the restaurant which resembled more a luxury cafeteria) and the same time soffocating and unsettling (our room was overly decorated with little space to move around; in addition never experienced such unfriendly, featurless corridors to the point that the next morning we felt the urge of exiting the hotel in a rush to experience normality again). Positive: the reception staff was very professional and…"
5,2013,1,A very special place.,"Wonderful concierge and service We came from New Zealand and the location was excellent , The top floor hamman and view from the enclosed pool was fantastic. Wonderful bathrooms!! We can't wait to return"
5,2012,11,My favorite hotel in the world,"If you are going to be in Milan this is the only hotel to stay at. Not only are the accomodations beautiful but the staff is amazing. Everyone refers to you by your name and they truly make you feel at home. I was lucky enough to spend my birthday there and when I was leaving for the day my favorite doorman, a lovely young man from Sicily, smiled at me sincerely and said ""Good morning and happy birthday. I hope you have a great day!"" The front desk must have noticed my date of birth on my passport. This small and unexpected gesture truly made my birthday even more special. This is the definitinon of hospitality. I travel frequently for business purposes and I have never felt more welcome, pampered, and taken care of than I did during the week I stayed at Armani Hotel Milano."
5,2013,1,One of the best in town,"Best location superb rooms ,staff and bar just like ot should be. Need to wait to be served during the breakfast. but worst Nobu Restaurant on the ground floor, didn't have three wines and 2 main course on the menu"
5,2013,1,You cant do much better,"Armani Style, TOP. for many the technology in the rooms might be a bit too much. rooms are great, well maintained and just the best in Milano. Try to get one of the room with a little outside space. its just perfect when the sun is out. The location could not be an better. what was once the Bulgari Hotel ( many years ago) is now the Armani."
4,2013,1,Nice start,"Armani is a new comer in the hotellerie world. The one in Milan opened few months ago with still a lot of things to improve (service for example, breakfast, spa) but the location is good, the decor is charming (not too cold), people welcoming. I found very tricky the access to the rooms (you have to take an elevator to the lobby at 7th floor and after taking another elevator down to the rooms) that when you are in rush is not the fastest way to leave the hotel. The SPA is nice, but the pool is in reality a jacuzzi!!!! Breakfast and food must be improved for sure. Too average, service as well, they asked for a newspaper....never received a copy!! The room sometimes was not perfectly made (They forgot to give extra waters and change towels). The rooms facing the courtyard can give…"
4,2012,12,very nice place,"It's a nice hotel - luxury . The rooms are well designed, also in the center very close to the main shopping area. Good spot to stay in Milan ! I would suggest this hotel to anyone who have a large budget and likes to feel relaxed"
5,2012,12,Best Hotel in Milan,"Myself and my wife have visited Milan many times always staying at the Hyatt. The last time we decided to try Armani. I am so glad we booked this hotel. I was slightly concerned, having read some reviews but thankfully our stay was excellent. We brought my parents for their first trip to Italy and their experience of Milan hospitality started when we arrived. Both rooms allocated were very clean and stocked with fab Armani products and a complimentary MiniBar. The beds and pillows were extreemely comfortable. The heating control system was easy to manage and rainfall shower heads and plenty of hot water was just right to get us revived after our journey. There was free wi-fi access in lounge and in each room. We have no complaints regarding noise and our view (5th floor) was…"
5,2013,1,Da Vinci code!,"This time we decided to change our residence in Milan and it was really worth it! It seems as if there is a mystery to solve as you walk along the hotel corridors!The room doors look like part of the wall with no door knobs-just a touch with your key-card opens them.The reception is on the seventh floor where you take another elevator to get to the rooms.The rooms are really something from the future!You can manage everything with a remote control(TV,air con,drapes,lights etc).The room decoration is very modern,stylish and minimal.The views from our room (5th floor) as well as the room service, the staff and the daily free refreshments and sweet bits were excellent.I would definitely go back again!"
3,2012,7,Good location but very average service,"I can appreciate the convenient location and design aspect of the Armani Hotel but I cannot see myself returning anytime in the near future. Each room comes equipped with ""Lifestyle Manager"" remote for 'service' however the remote seems quite pointless as despite calling for a porter three times - no response. The concierge/reception area is rather disorganised and as mentioned, there seems to be a shortage of porters in the hotel when I stayed in July. Overall, I'd say the hotel is fine to stay for a night but the average service doesn't scream 5-star. There are better hotels in the area at the same room rate."
3,2012,7,I hated it,We went to Milan in the summer and it was not the first time because we love the city and we always stay in Italian hotels so we choosed Armani for it's location. We had to go in a left to the reception area the take another left to the rooms from there. The front desk staffs works as everything even as concierge. They are the worse ever they cant recommend good nearby restaurants or mall or times for famous tourist attraction that we founded by our self. Things we can find in 3 stars hotels in all Europe how about 5 star one such as Armani. Milan is a hot city in the summer but the air-condition in this hotel is not that cold as they said it's complicated and they can't modify it. This hotel is only about location its great if you're thinking about this hotel visit Milan in the…
5,2012,12,Back to the future,"This hotel made me feel as if I was transported to somewhere in the future as the designs of the hotel are very stylistic and elegant. This is my first stay in an Armani Hotel as I did not get a chance to stay in the one in Dubai as it was not open yet when I was there. I was contemplating staying in the Park Hyatt in Milan again but I thought why not stay in another location which was right at the heart of the shopping street this time. I tried the spa which was very nice. Massage was good. I spent part of my afternoon here after shopping as it had started to snow and I did not feel like walking in the street. The spa was a good escape. Although the lobby is located at the seventh floor, the lift came very promptly when I arrived at the hotel downstairs and immediately…"
4,2012,11,Classy Milan venue,"Milan has a reputation for style and fashion, the Armani hotel is certainly one of the most fashionable places to experience it. I popped into the 7th floor cocktail bar this week for pre dinner cocktails this week. We were seated very quickly and imediatly offered a complimary drinks of rose wine. I ordered a Park Avenue which was delivered very promptly accompanied by a constant supply of complementary apperative snacks. I followed this up with two excellent Hendricks and tonics over, the following hour and a half , all acompaning by so many snacks I lost count (and in fact in negated my appetite for a starter later that night at dinner!) If you want to see Milan at its most funky and fashionable drop in for pre dinner drinks."
5,2012,10,Extraordinary,"Modern and stunning, staffed by lovely professional people who welcome guests from the heart. A total of four nights in two different rooms, one a suite, the luxury and service is ultra-first-class, amenities endless. The lighting, decor and mood is sublime. Mr. Armani has truly made a statement: friendly and sophisticated luxury where no request is overlooked. We will return, again and again. Food is fabulous. Special note goes to Aaron, General Manager; Natasha, Lifestyle Manager; Massimilliano, Restaurant Captain; Antonio, Server; Fabiano, Bellman/Greeter.....I could go on and on."
5,2012,10,Superb property in a wonderful location,"I am not generally a fan of ""designer"" hotels especially the likes of The Sanderson or St Martins Lane in London . However I had a fabulous stay at his hotel. The Rooms are spacious and v well appointed. I had a service issue which the hotel put right entirely to my satisfaction can't ask for more. A very relaxed vibe to this property . Make sure you visit the spa which was better than a ryokan in Japan ."
4,2012,10,"Stylish, seductive beauty but with some teething problems","Stayed a couple of nights here, nicely upgraded to a premier room. As expected, Armani's interior decor does not disappoint - the furnishings are stunning - the rooms are individual and stylish - although lacking in light. Roberto Cavalli likened the Armani hotel to a ""psychiatric hospital"" and it certainly does have this aspect to it too. Service is slightly uneven - there are some exceptional staff but then some who let the side down. The problems are worsened by layout. You have to take a lift to the main lobby on the 7th floor which does not lead immediately to the reception area. When you first arrive you face a desk which is not a reception desk - what is it? who knows? The lady who eventually greeted us was obviously quite stressed out. Can I help you please? she asked.…"
5,2012,10,Just about Perfect,"6 nights in a Premier room and loved every aspect of this hotel. Yes it is pricey but you get a lot for your money. High quality fittings and furnishings, right down to heated bathroom floors for cold feet on an autumn morning. Staff appear to be carefully recruited for attitude and responsiveness. Less than 100 rooms and you never fell like their are crowds of guests. Spotlessly clean. Lovely skin care products. Excellent gym. Only two slight criticisms; room service portion sizes were a little small; and like most European cities, street noise from rubbish collectors in the early mornings (despite double glazing) will wake light sleepers, so if you are very sensitive to noise make sure you ask for a quiet room on check-in. One of the best out of a few hundred hotels I've…"
4,2012,10,Milan must be proud to have such a property,"It's totally different from every hotel I've ever been in my life. The reception was in the 7th floor next to the lounge bar and restaurant and my room was in the 4th floor. The style , the colour, the materials, the design are extremely elegant. My room was a suite was spacy with living room , a bedroom and a huge bathroom full of Armani bath-staf. The location is ideal just next to via Montenapoleone and five minutes walk to Galeria. All people work for the hotel are very gentle and willingness to fulfill your desires. Try the restaurant in the 7th floor despite it's expensive is worth to have the experience."
5,2012,10,Impressive a tutti gli effetti,"Having just opened in the last 10 months, my wife and I decided when in Milan to give it the once over. We arrived by car from Lugano and the doorman opened the door and then the hotel's double doors. On entering the lobby we noticed the fragrance in the air called bois d'incense and the minimalist interiors and were directed to the 7th floor and were greeted by Antonio who gave us a warm welcome and offered us a small tour of the Hotel. Sheila and Barbara, assisted us in choosing our dinner reservations, which were beautifully served. The spa also on the top floor is a paradise!"
5,2012,10,An absolute treat!,"To end my exhausting 3 week stay in Italy on a high note, I chose to stay at the fabulous Armani Hotel, Milan for 2 nights (4 - 6 October 2012). The hotel far surpassed my expectations and I felt as if I had died and gone to heaven! The welcome greeting at the entrance was über friendly and efficient. I saw my luggage disappear while being escorted to the lift and to the reception. Within minutes, I was following my impeccably dressed lifestyle manager to my room. A short while later, my luggage arrived, carried by the best looking and most cheerful porter I've ever encountered on my travels :) ! The uncluttered interior decor reflects the crisp clean lines Mr Armani is famous for! As a single traveller, I booked a premier room (412), which was more than adequate for my needs. …"
5,2012,9,Stunning in ALL!,since when i booked julia from the reservations professional and very detailed. upon my arrival the lifestyle manager greeted my wife and me and escorted us to the beautiful room on the 6th floor with the terrace. vero impeccable design and service! we will come back soon!
5,2012,8,Wow....,"Wow!!! The hotel is amazing and the service is excellent!!! My lifestyle manager, Antonio, greeted me by name everytime I walked in the door and attended to every detail of my stay. The hotel is top notch!!! The bed is the most comfortable I have ever slept in. The room is sooo quiet and although the remote system takes a little getting used to, once I got the hang of it I loved it!!! I love the rain shower and the Armani products (although I long for hair conditioner). I had one issue that has yet to be resolved. I had a bag with gifts for my Birthday... One scarf from Armani (which I loved) and one from Dolce and Gabbana. I had to take assist my friend with something in her room and left the sack (which was not in great shape) in the Vestubile. The…"
3,2012,8,Style and some substance,"The Armani Hotel is a good hotel in a fantastic location. We stayed in a premium room with a very small living area, a decent sized bedroom and a great bathroom. The hotel is pretty hi tech with a remote that controls everything. The room was pretty dark and looked out on a pretty drab internal courtyard. The public areas felt a touch sterile. A bit airline lounge like. The lounge is pretty nice with great views over the city. The restaurant lacks ambiance. Breakfast was pretty good. Te service during the stay was very friendly and personable. The staff look great in their well tailored uniforms. A couple of minor misses: newspaper did not get delivered, room was not made up despite pressing the Please Make Up Room button. For 600 Euro per night I found the whole experience a…"
5,2012,8,Beauty of style,"During my two weeks summer retreat, we have stayed at Armani Hotel Milano for two nights. My reservation was a classic suit room. However thanks to generosity of the hotel management, we were upgraded to Ambassador suite room. This is an amazing hotel in a sense that Mr. Armani expressed his own aesthetic values to the degree unimaginable. I am truly astonished to realize that there is at least single person who pursue his value system without any compromise (i.e., Something like a hotel version of his private house). Because of extremity, some people may love it but others may not. This is fine. Fine culture is not for everyone. Anyway, if you are an Armanist, this is the place you should visit at least once in your life. Around the wall of the living room was placed with…"
4,2012,8,Super Swank!,"The Armani Milan is the second property of the Armani hotel chain after their Dubai property. Opened for less than a year, the Armani Milano is already generating a lot of buzz online and thru travel publications but has managed to keep a low profile so far, despite already being regarded as a top notch luxury property. I originally booked the Armani for my 2 nights stay in Milan, then decided to cancel it because of some of the horror stories reviews in Tripadvisor and changed to the Four Seasons instead. I booked the hotel again after a short tour of the hotel room courtesy of the friendly sales staff, I was sufficiently impressed to decide to move in and try one night on the spot. The hotel was just a short walk away at Via Manzoni making the shift easy. So I checked out…"
5,2012,8,A WOW hotel;),"We absolutely loved the hotel - a wonderful location (on the main shopping street, seconds away from all the major brands), easy to find on car, excellent staff, very friendly and helpful, one of the best SPAs I have ever been too, good food in the lounge (the restaurant was closed) a super-modern and class building with spacious rooms. Initially I was afraid that I would be constantly offered to go to an Armani Shop - but not the case, the staff was very correct and didn't give any preferences to a brand. Loved Milan and the hotel, if I ever return (and I plan to do it;))) will stay in this hotel, highly recommended, probably one of the best we stayed so far."
5,2012,7,"""OH MY GOD""","""OH MY GOD"" what a Hotel!!!!! We were in Milan on July 23, 2012 with my cousin walking around we he suggested going inside for a glass of champagne. This Hotel is rated a 5 star L, ""L"" meaning Luxury and that's what was. Amazing service, even for just a glass of champagne. That was an experience we will never forget!"
3,2012,8,Cold but nice,"Difficult hotel to review… Amazing room in terms of high-tech stuff, amenities and gadgets. The rooms are large and very modern. The whole hotel feels a bit impersonal and cold. Service is decent but concierge is awful. They send us twice to bad restaurants which I find unacceptable for a 5 stars hotel. The breakfast is expensive and very minimalist. Extremely expensive. I will not go back."
5,2012,8,Armani says it all,"Beautiful hotel. Staff were very accommodating and helpful, and lifestyle manager team always very helpful. The room was equally impressive. Nice little terrace, very large room with beautiful bathroom with lovely Armani products. I must comment of the general smell around the hotel. Its not something i woukd generally comment on, but it just smelt so darn good everytime i stepped into the hotel and my room! Location was also great for exploring Milan and of course... Shopping! My room rate also included free minibar which was a lovely touch with plenty to choose from. When i was looking for somewhere to stay in Milan, i was tossing up between Bulgari and Armani, but am glad i chose Armani! Would i stay again? Yes! And will recommend it to all my friends (who can afford it of…"
5,2012,7,The only hotel I will stay in Milan,"Armani Hotel has very good attributes, including beautifully designed rooms, very good gym, very good lounge and restaurant, excellent location, etc. In my opinion, the real difference is the people working there. Especially Francesco and Antonio were very helpful during my stay, finding a good rental car, changing my plane tickets, etc."
5,2012,7,The best in Milan,"Until last year Bulgari was the obvious choice when looking for a top end hotel in Milan. But things have changed a bit recently. Armani Milan is even better. Beautiful, spacious rooms, impressive spa and fitness area, great breakfast and an amazing rooftop view from the bar, that actually makes the town look more like Rome than Milan. Overall it is a very modern, luxurious and comfortable hotel. If there is one better thing that Bulgari has to offer it is the garden for drinks in the evenings and for brunch on Sundays. But apart from the lack of an open air space at the Armani it is almost flawless."
3,2012,7,Great hotel but bad experience.,"The hotel is in a great location if you like shopping.Its great design,may be sometimes over the top.The staff was very attentive from the doorman to the receptionists.The rooms are spacious and the bathroom one of the nicest i have seen in Italy.the restaurant was decent and service good.we however had one bad expreience:returning to the Suite after dinner we found the room to be very cold and we tried to stop the AC and Fan.no luck.We called the Lifestyle Manager and after 15 minutes a very helpfull Serviceman arrived with two heaters.We were told that there was a problem but that the engineer was off Duty and that we had to do with the heaters.28 degrees outside,18 inside and we had to use heaters!Finally the Lifestyle Manager appeared in person and she went with my wife to…"
4,2012,7,"Great hotel, good to excellent service, quirky design","Checked in for two nights. This is hotel is not for everyone, it's very high tech and I could see some clients get mad trying to figure it out. The hotel is less than a year old but over all the experience was a positive one. Our front desk agent/concierge or as they call them ""lifestyle manager"" was really good and attentive. Quick check in, on to our room where he gave us a perfect explanation of the room and how to use the technology. Dinner at Nobu (very good, like any other Nobu), great night sleep, relaxing at the spa, etc... here's my breakdown. Love - very well designed and built - staff was wonderful everywhere within the hotel - gorgeous spa/gym and views from the 7 and 8th floors - bed and linens were very comfortable - complementary snacks and water/sodas in the…"
5,2012,4,A hotel designed by a man who clearly loves hotels.,"Beautifully appointed rooms, super sophisticated decor and attentive service throughout your stay. The hotel appoints each guest a ""lifestyle"" manager that is there to address all your needs. From the moment you arrive you are greeted by him and her and given a detailed tour of the hotel and your guest room. I soon felt like I had a ""friend"" I could call with any issue I had. The hotels are done in typical high-Armani style, and you can tell that a lot of love went into all the details from the Maestro himself. High end architecture, furniture and materials, a perfect bed, a perfect bathroom, with the most beautiful glass doors, and wonderful lighting throughout. The hotel has Mr. Armani's favorite scent ""Bois D'encens"" in the air, as well as in the beautifully designed…"
5,2012,6,Great Place Superb service,Walking in the street in the busy Milano and then I found the entrance to heaven. Got inside and the special smell started to relax all the senses. The elevator brought me on the 7th floor and the city filtered by the louvre become an oasi. Staff welcome me as a family member and let me feel at home along my stay. This is what all the luxury hotel should be about. Grazie
3,2011,11,stylish decor with not much attentive service,"Sono stata per 2 notte subito dopo l'iaugurazione. Furniture/decor-- nothing to complain, spacious bathroom is extremely nice. All amenities are in black hence very much ""Armani"" ,even chips at mini bar has Armani logo! Jacuzzi & sauna are for both men& women together, so that you should never forget to bring your bathing suit when you stay here. Scarely doormen like bar bouncers..."
5,2012,5,the ultimate luxury experience in town,"In the fashion district of Milan with a breathtaking view on the city. Inspiring minimal design and extreme attention to detail. Excellent staff, capable of cordiality and efficiency beyond imagination. Room service is impeccable. The restaurant, at the top of the building, shows all the city centre and the Dome trough huge glass windows two floors hight. Having lunch or dinner at the restaurant is a very relaxing experience: refined illumination system, large spaces, great atmosphere and experienced chef and staff, it doesn't matter what language you speak, you will be served with a charming smile and leave incredibly well fed. The rooms have a special elegance in typical Armani style, the top of technology, design and comfort mixed togeather. The Hotel has also a marvelous SPA…"
